address,decorated
0x004756B8,_CLSID_CDirect3DRM
0x004756C8,_IID_IDirect3DRM3
0x004756D8,_IID_IDirect3DRM2
0x004756E8,_IID_IDirect3DRM
0x004756F8,_IID_IDirect3DRMClippedVisual
0x00475708,_IID_IDirect3DRMPicked2Array
0x00475718,_IID_IDirect3DRMProgressiveMesh
0x00475728,_IID_IDirect3DRMInterpolator
0x00475738,_IID_IDirect3DRMShadow2
0x00475748,_IID_IDirect3DRMShadow
0x00475758,_IID_IDirect3DRMUserVisual
0x00475768,_IID_IDirect3DRMAnimationArray
0x00475778,_IID_IDirect3DRMFaceArray
0x00475788,_IID_IDirect3DRMPickedArray
0x00475798,_IID_IDirect3DRMLightArray
0x004757A8,_IID_IDirect3DRMVisualArray
0x004757B8,_IID_IDirect3DRMFrameArray
0x004757C8,_IID_IDirect3DRMViewportArray
0x004757D8,_IID_IDirect3DRMDeviceArray
0x004757E8,_IID_IDirect3DRMObjectArray
0x004757F8,_IID_IDirect3DRMAnimationSet2
0x00475808,_IID_IDirect3DRMAnimationSet
0x00475818,_IID_IDirect3DRMAnimation2
0x00475828,_IID_IDirect3DRMAnimation
0x00475838,_IID_IDirect3DRMMaterial2
0x00475848,_IID_IDirect3DRMMaterial
0x00475858,_IID_IDirect3DRMWrap
0x00475868,_IID_IDirect3DRMTexture3
0x00475878,_IID_IDirect3DRMTexture2
0x00475888,_IID_IDirect3DRMTexture
0x00475898,_IID_IDirect3DRMLight
0x004758A8,_IID_IDirect3DRMFace2
0x004758B8,_IID_IDirect3DRMFace
0x004758C8,_IID_IDirect3DRMMeshBuilder3
0x004758D8,_IID_IDirect3DRMMeshBuilder2
0x004758E8,_IID_IDirect3DRMMeshBuilder
0x004758F8,_IID_IDirect3DRMMesh
0x00475908,_IID_IDirect3DRMVisual
0x00475918,_IID_IDirect3DRMFrame3
0x00475928,_IID_IDirect3DRMFrame2
0x00475938,_IID_IDirect3DRMFrame
0x00475948,_IID_IDirect3DRMViewport2
0x00475958,_IID_IDirect3DRMViewport
0x00475968,_IID_IDirect3DRMDevice3
0x00475978,_IID_IDirect3DRMDevice2
0x00475988,_IID_IDirect3DRMDevice
0x00475998,_IID_IDirect3DRMObject2
0x004759A8,_IID_IDirect3DRMObject
0x004759B8,_CLSID_CDirect3DRMClippedVisual
0x004759C8,_CLSID_CDirect3DRMProgressiveMesh
0x004759D8,_CLSID_CDirect3DRMTextureInterpolator
0x004759E8,_CLSID_CDirect3DRMMaterialInterpolator
0x004759F8,_CLSID_CDirect3DRMLightInterpolator
0x00475A08,_CLSID_CDirect3DRMMeshInterpolator
0x00475A18,_CLSID_CDirect3DRMFrameInterpolator
0x00475A28,_CLSID_CDirect3DRMViewportInterpolator
0x00475A38,_CLSID_CDirect3DRMShadow
0x00475A48,_CLSID_CDirect3DRMUserVisual
0x00475A58,_CLSID_CDirect3DRMAnimationSet
0x00475A68,_CLSID_CDirect3DRMAnimation
0x00475A78,_CLSID_CDirect3DRMMaterial
0x00475A88,_CLSID_CDirect3DRMWrap
0x00475A98,_CLSID_CDirect3DRMTexture
0x00475AA8,_CLSID_CDirect3DRMLight
0x00475AB8,_CLSID_CDirect3DRMFace
0x00475AC8,_CLSID_CDirect3DRMMeshBuilder
0x00475AD8,_CLSID_CDirect3DRMMesh
0x00475AE8,_CLSID_CDirect3DRMFrame
0x00475AF8,_CLSID_CDirect3DRMViewport
0x00475B08,_CLSID_CDirect3DRMDevice
0x00475B18,_GUID_DDMoreCaps
0x00475B28,_GUID_Miscellaneous2Callbacks
0x00475B38,_GUID_MotionCompCallbacks
0x00475B48,_GUID_D3DParseUnknownCommandCallback
0x00475B58,_GUID_UserModeDriverPassword
0x00475B68,_GUID_UserModeDriverInfo
0x00475B78,_GUID_OptSurfaceUmodeInfo
0x00475B88,_GUID_OptSurfaceKmodeInfo
0x00475B98,_GUID_DDStereoMode
0x00475BA8,_GUID_DDMoreSurfaceCaps
0x00475BB8,_GUID_ZPixelFormats
0x00475BC8,_GUID_D3DExtendedCaps
0x00475BD8,_GUID_KernelCaps
0x00475BE8,_GUID_KernelCallbacks
0x00475BF8,_GUID_NonLocalVidMemCaps
0x00475C08,_GUID_D3DCallbacks3
0x00475C18,_GUID_D3DCallbacks2
0x00475C28,_GUID_VideoPortCaps
0x00475C38,_GUID_ColorControlCallbacks
0x00475C48,_GUID_VideoPortCallbacks
0x00475C58,_GUID_MiscellaneousCallbacks
0x00475C68,_IID_IDirect3DVertexBuffer7
0x00475C78,_IID_IDirect3DVertexBuffer
0x00475C88,_IID_IDirect3DViewport3
0x00475C98,_IID_IDirect3DViewport2
0x00475CA8,_IID_IDirect3DViewport
0x00475CB8,_IID_IDirect3DExecuteBuffer
0x00475CC8,_IID_IDirect3DMaterial3
0x00475CD8,_IID_IDirect3DMaterial2
0x00475CE8,_IID_IDirect3DMaterial
0x00475CF8,_IID_IDirect3DLight
0x00475D08,_IID_IDirect3DTexture2
0x00475D18,_IID_IDirect3DTexture
0x00475D28,_IID_IDirect3DDevice7
0x00475D38,_IID_IDirect3DDevice3
0x00475D48,_IID_IDirect3DDevice2
0x00475D58,_IID_IDirect3DDevice
0x00475D68,_IID_IDirect3DTnLHalDevice
0x00475D78,_IID_IDirect3DNullDevice
0x00475D88,_IID_IDirect3DRefDevice
0x00475D98,_IID_IDirect3DMMXDevice
0x00475DA8,_IID_IDirect3DHALDevice
0x00475DB8,_IID_IDirect3DRGBDevice
0x00475DC8,_IID_IDirect3DRampDevice
0x00475DD8,_IID_IDirect3D7
0x00475DE8,_IID_IDirect3D3
0x00475DF8,_IID_IDirect3D2
0x00475E08,_IID_IDirect3D
0x00475E18,_IID_IDirectDrawVideoAccelerator
0x00475E28,_IID_IDDVideoAcceleratorContainer
0x00475E38,_IID_IDirectDrawSurfaceKernel
0x00475E48,_IID_IDirectDrawKernel
0x00475E58,_DDVPTYPE_PHILIPS
0x00475E68,_DDVPTYPE_BROOKTREE
0x00475E78,_DDVPTYPE_CCIR656
0x00475E88,_DDVPTYPE_E_HREFL_VREFL
0x00475E98,_DDVPTYPE_E_HREFL_VREFH
0x00475EA8,_DDVPTYPE_E_HREFH_VREFL
0x00475EB8,_DDVPTYPE_E_HREFH_VREFH
0x00475EC8,_IID_IDirectDrawVideoPort
0x00475ED8,_IID_IDDVideoPortContainer
0x00475EE8,_IID_IDirectDrawGammaControl
0x00475EF8,_IID_IDirectDrawColorControl
0x00475F08,_IID_IDirectDrawClipper
0x00475F18,_IID_IDirectDrawPalette
0x00475F28,_IID_IDirectDrawPalette2
0x00475F38,_IID_IDirectDrawOptSurface
0x00475F48,_GUID_DirectDrawPaletteStream
0x00475F58,_GUID_DirectDrawSurfaceStream
0x00475F68,_IID_IDirectDrawFactory2
0x00475F78,_CLSID_DirectDrawFactory2
0x00475F88,_IID_IDirectDrawSurfaceNew
0x00475F98,_IID_IDirectDrawSurface7
0x00475FA8,_IID_IDirectDrawSurface4
0x00475FB8,_IID_IDirectDrawSurface3
0x00475FC8,_IID_IDirectDrawSurface2
0x00475FD8,_IID_IDirectDrawSurface
0x00475FE8,_IID_IDirectDraw7
0x00475FF8,_IID_IDirectDraw4
0x00476008,_IID_IDirectDraw2
0x00476018,_IID_IDirectDraw
0x00476028,_CLSID_DirectDrawClipper
0x00476038,_CLSID_DirectDraw7
0x00476048,_CLSID_DirectDraw
0x00476058,_c_dfDIKeyboard
0x00476070,_c_dfDIJoystick
0x0047608C,??_7type_info@@6B@
0x0047609C,??_7exception@std@@6B@
0x004760A4,??_C@_0BC@EOODALEL@Unknown?5exception@
0x004760BC,??_7bad_alloc@std@@6B@
0x004760C4,??_C@_0P@GHFPNOJB@bad?5allocation@
0x004760D8,??_7bad_array_new_length@std@@6B@
0x004760E0,??_C@_0BF@KINCDENJ@bad?5array?5new?5length@
0x004760F8,__pDestructExceptionObject
0x00476100,??_7bad_exception@std@@6B@
0x00476108,??_C@_0O@DPKOEFFH@bad?5exception@
0x00476498,??_C@_08EHJDFFNH@__based?$CI@
0x004764A4,??_C@_07KOLFKCDI@__cdecl@
0x004764AC,??_C@_08GHMPAG@__pascal@
0x004764B8,??_C@_09IFJBGAPI@__stdcall@
0x004764C4,??_C@_0L@NPHFGOKO@__thiscall@
0x004764D0,??_C@_0L@JMKHOMEK@__fastcall@
0x004764DC,??_C@_0N@BCKKPABJ@__vectorcall@
0x004764EC,??_C@_09HIJEGCPM@__clrcall@
0x004764F8,??_C@_06GHPCKEAG@__eabi@
0x00476500,??_C@_09IOPIDJLG@__swift_1@
0x0047650C,??_C@_09KFNFGKHF@__swift_2@
0x00476518,??_C@_07JOMMBBKO@__ptr64@
0x00476520,??_C@_0L@PILCLIHE@__restrict@
0x0047652C,??_C@_0M@GFIIJFMG@__unaligned@
0x00476538,??_C@_09DHDLOLLB@restrict?$CI@
0x00476542,??_C@_00CNPNBAHC@@
0x00476544,??_C@_04NIHEBCM@?5new@
0x0047654C,??_C@_07FPCDHGMM@?5delete@
0x00476554,??_C@_01NEMOKFLO@?$DN@
0x00476558,??_C@_02GPIOPFAK@?$DO?$DO@
0x0047655C,??_C@_02FODMEDOG@?$DM?$DM@
0x00476560,??_C@_01DCLJPIOD@?$CB@
0x00476564,??_C@_02EGOFBIJA@?$DN?$DN@
0x00476568,??_C@_02FDNJECIE@?$CB?$DN@
0x0047656C,??_C@_02GPECMEKF@?$FL?$FN@
0x00476570,??_C@_08LHJFAFGD@operator@
0x0047657C,??_C@_02HBOOOICD@?9?$DO@
0x00476580,??_C@_01NBENCBCI@?$CK@
0x00476584,??_C@_02ECNGHCIF@?$CL?$CL@
0x00476588,??_C@_02BAABKJLB@?9?9@
0x0047658C,??_C@_01JOAMLHOP@?9@
0x00476590,??_C@_01MIFGBAGJ@?$CL@
0x00476594,??_C@_01HNPIGOCE@?$CG@
0x00476598,??_C@_03MNHNFDLC@?9?$DO?$CK@
0x0047659C,??_C@_01KMDKNFGN@?1@
0x004765A0,??_C@_01FGNFDNOH@?$CF@
0x004765A4,??_C@_01MNNFJEPP@?$DM@
0x004765A8,??_C@_02EHCHHCKH@?$DM?$DN@
0x004765AC,??_C@_01PPODPGHN@?$DO@
0x004765B0,??_C@_02EEKDKGMJ@?$DO?$DN@
0x004765B4,??_C@_01IHBHIGKO@?0@
0x004765B8,??_C@_02HCKGKOFO@?$CI?$CJ@
0x004765BC,??_C@_01PJKLJHI@?$HO@
0x004765C0,??_C@_01JKBOJNNK@?$FO@
0x004765C4,??_C@_01DNKMNLPK@?$HM@
0x004765C8,??_C@_02PPKAJPJL@?$CG?$CG@
0x004765CC,??_C@_02NONPIBCD@?$HM?$HM@
0x004765D0,??_C@_02FPIMKNGF@?$CK?$DN@
0x004765D4,??_C@_02FOEOMHFC@?$CL?$DN@
0x004765D8,??_C@_02FKMDLLOA@?9?$DN@
0x004765DC,??_C@_02FJEHGPIO@?1?$DN@
0x004765E0,??_C@_02FENAOKFI@?$CF?$DN@
0x004765E4,??_C@_03IKFCCPFF@?$DO?$DO?$DN@
0x004765E8,??_C@_03CDNPDDLA@?$DM?$DM?$DN@
0x004765EC,??_C@_02FGJGFEAB@?$CG?$DN@
0x004765F0,??_C@_02DHLNPPGH@?$HM?$DN@
0x004765F4,??_C@_02MHEGNOJ@?$FO?$DN@
0x004765F8,??_C@_09IFPLHPGF@?$GAvftable?8@
0x00476604,??_C@_09BLBHBJP@?$GAvbtable?8@
0x00476610,??_C@_07FEEIOKP@?$GAvcall?8@
0x00476618,??_C@_08LLFFHHDJ@?$GAtypeof?8@
0x00476624,??_C@_0BF@KDPPACIK@?$GAlocal?5static?5guard?8@
0x0047663C,??_C@_08OBABFOLI@?$GAstring?8@
0x00476648,??_C@_0BD@JDLKDPAB@?$GAvbase?5destructor?8@
0x0047665C,??_C@_0BN@DEGPLNFK@?$GAvector?5deleting?5destructor?8@
0x0047667C,??_C@_0BO@OBMKPJIG@?$GAdefault?5constructor?5closure?8@
0x0047669C,??_C@_0BN@IMDCHIKM@?$GAscalar?5deleting?5destructor?8@
0x004766BC,??_C@_0BO@PFGOCPJJ@?$GAvector?5constructor?5iterator?8@
0x004766DC,??_C@_0BN@LFPFMEDL@?$GAvector?5destructor?5iterator?8@
0x004766FC,??_C@_0CE@IKBNEHA@?$GAvector?5vbase?5constructor?5itera@
0x00476720,??_C@_0BL@NILFHHPC@?$GAvirtual?5displacement?5map?8@
0x0047673C,??_C@_0CB@JONCMFFK@?$GAeh?5vector?5constructor?5iterator@
0x00476760,??_C@_0CA@GCEOPDGL@?$GAeh?5vector?5destructor?5iterator?8@
0x00476780,??_C@_0CH@OOJPLCPH@?$GAeh?5vector?5vbase?5constructor?5it@
0x004767A8,??_C@_0BL@LLKPOHJI@?$GAcopy?5constructor?5closure?8@
0x004767C4,??_C@_0BA@KBCDOMBN@?$GAudt?5returning?8@
0x004767D4,??_C@_03KLGMFNMG@?$GAEH@
0x004767D8,??_C@_05KHLCHHI@?$GARTTI@
0x004767E0,??_C@_0BA@KKLDJDLB@?$GAlocal?5vftable?8@
0x004767F0,??_C@_0CE@IIHCMGGL@?$GAlocal?5vftable?5constructor?5clos@
0x00476814,??_C@_06FHBGPFGH@?5new?$FL?$FN@
0x0047681C,??_C@_09LBNFPBCA@?5delete?$FL?$FN@
0x00476828,??_C@_0P@HJKNJFNN@?$GAomni?5callsig?8@
0x00476838,??_C@_0BL@CNOONJFP@?$GAplacement?5delete?5closure?8@
0x00476854,??_C@_0BN@CKNJLHMB@?$GAplacement?5delete?$FL?$FN?5closure?8@
0x00476874,??_C@_0CG@CFDHKGGD@?$GAmanaged?5vector?5constructor?5ite@
0x0047689C,??_C@_0CF@IMGKMJNO@?$GAmanaged?5vector?5destructor?5iter@
0x004768C4,??_C@_0CG@HLDDJMAG@?$GAeh?5vector?5copy?5constructor?5ite@
0x004768EC,??_C@_0CM@FCBBDIGB@?$GAeh?5vector?5vbase?5copy?5construct@
0x00476918,??_C@_0BL@CLIPGLGB@?$GAdynamic?5initializer?5for?5?8@
0x00476934,??_C@_0CB@PDBIFEP@?$GAdynamic?5atexit?5destructor?5for?5@
0x00476958,??_C@_0CD@CGAJBKEJ@?$GAvector?5copy?5constructor?5iterat@
0x0047697C,??_C@_0CJ@GJELGAMM@?$GAvector?5vbase?5copy?5constructor?5@
0x004769A8,??_C@_0CL@FGIJHLCE@?$GAmanaged?5vector?5copy?5constructo@
0x004769D4,??_C@_0BM@PMGGMLDN@?$GAlocal?5static?5thread?5guard?8@
0x004769F0,??_C@_0N@BDNMDMOL@operator?5?$CC?$CC?5@
0x00476A00,??_C@_0BC@GGEBGALA@operator?5co_await@
0x00476A14,??_C@_0M@GAAIMMOH@operator?$DM?$DN?$DO@
0x00476A20,??_C@_0BC@DAFEJGAK@?5Type?5Descriptor?8@
0x00476A34,??_C@_0BM@LDKODKLH@?5Base?5Class?5Descriptor?5at?5?$CI@
0x00476A50,??_C@_0BD@LGICGFMM@?5Base?5Class?5Array?8@
0x00476A64,??_C@_0BN@MECKDCOJ@?5Class?5Hierarchy?5Descriptor?8@
0x00476A84,??_C@_0BK@CFCOFLF@?5Complete?5Object?5Locator?8@
0x00476AA0,??_C@_0BG@JNJLAMPM@?$GAanonymous?5namespace?8@
0x00476AB8,??_C@_04HEJADOOB@CV?3?5@
0x00476AC0,??_C@_02MOLJINC@?3?3@
0x00476AC4,??_C@_0BE@JAEOCHPE@template?9parameter?9@
0x00476AD8,??_C@_0BF@LNLGBBNL@?$GAtemplate?9parameter?9@
0x00476AF0,??_C@_0O@KHGCOMHP@generic?9type?9@
0x00476B00,??_C@_0P@ODDENDLM@?$GAgeneric?9type?9@
0x00476B10,??_C@_02OHHJMEON@?8?8@
0x00476B14,??_C@_0BN@IBLMMFAP@?$GAnon?9type?9template?9parameter@
0x00476B34,??_C@_03DLDNIBIK@?$CFlf@
0x00476B38,??_C@_04OFALKAJ@?$DP?$DP_C@
0x00476B40,??_C@_03KHICJKCI@?4?4?4@
0x00476B44,??_C@_04HIBGFPH@NULL@
0x00476B4C,??_C@_02DPKJAMEF@?$CFd@
0x00476B50,??_C@_0BK@IHCCFNEL@?$GAtemplate?9type?9parameter?9@
0x00476B6C,??_C@_0BK@OFCNNNKO@?$GAgeneric?9class?9parameter?9@
0x00476B88,??_C@_0BL@NGJBLFIL@?$GAgeneric?9method?9parameter?9@
0x00476BA4,??_C@_07OHNGEDJK@nullptr@
0x00476BAC,??_C@_04GKJNKENE@void@
0x00476BB4,??_C@_0BE@EODMJLIF@?$GAtemplate?9parameter@
0x00476BC8,??_C@_03OPGICMGF@?$HN?8?5@
0x00476BCC,??_C@_02IGFCGPIL@?$HN?8@
0x00476BD0,??_C@_0N@CBHHHENL@?$GAvtordispex?$HL@
0x00476BE0,??_C@_0L@GHPFDFH@?$GAvtordisp?$HL@
0x00476BEC,??_C@_0L@HNGCOGAE@?$GAadjustor?$HL@
0x00476BF8,??_C@_0CB@KJDOOODE@?$GAlocal?5static?5destructor?5helper@
0x00476C1C,??_C@_0DB@ILEFOCIJ@?$GAtemplate?5static?5data?5member?5co@
0x00476C50,??_C@_0DA@HGFJFBBE@?$GAtemplate?5static?5data?5member?5de@
0x00476C80,??_C@_07PGOEDBHP@static?5@
0x00476C88,??_C@_08NIEOINHE@virtual?5@
0x00476C94,??_C@_09LAPHOOG@private?3?5@
0x00476CA0,??_C@_0M@GAIFPFIP@protected?3?5@
0x00476CAC,??_C@_08GPDDCMKI@public?3?5@
0x00476CB8,??_C@_08KJLFOPNE@?$FLthunk?$FN?3@
0x00476CC4,??_C@_0M@DHNBOJMP@extern?5?$CCC?$CC?5@
0x00476CD0,??_C@_02KCKGHPCA@?$CJ?5@
0x00476CD4,??_C@_05CIHEBHNO@char?5@
0x00476CDC,??_C@_06EHJMALKF@short?5@
0x00476CE4,??_C@_04LAHKHJMA@int?5@
0x00476CEC,??_C@_05CJIMAING@long?5@
0x00476CF4,??_C@_09EBBEKKIH@unsigned?5@
0x00476D00,??_C@_05BEFAKPML@void?5@
0x00476D08,??_C@_09GAIEOBLP@volatile?5@
0x00476D14,??_C@_08PABEKFH@volatile@
0x00476D20,??_C@_0BA@LKIJLKPP@std?3?3nullptr_t?5@
0x00476D30,??_C@_0P@GCOCNKDM@std?3?3nullptr_t@
0x00476D40,??_C@_0L@EGPHHEKN@?$DMellipsis?$DO@
0x00476D4C,??_C@_04EENFHACM@?0?4?4?4@
0x00476D54,??_C@_0M@ELJOJFFH@?0?$DMellipsis?$DO@
0x00476D60,??_C@_09DNHFEOJI@?5noexcept@
0x00476D6C,??_C@_03PBJBJNON@cpu@
0x00476D70,??_C@_03DCBBJBAA@amp@
0x00476D74,??_C@_02KEGNLNML@?0?5@
0x00476D78,??_C@_04ENMBGAPA@char@
0x00476D80,??_C@_05BFKKPKCG@short@
0x00476D88,??_C@_03JBIPMCLC@int@
0x00476D8C,??_C@_04GOKPGOLB@long@
0x00476D94,??_C@_05KNFBNCOH@float@
0x00476D9C,??_C@_06BNJCAIGJ@double@
0x00476DA4,??_C@_04DDKJGDCM@bool@
0x00476DAC,??_C@_06EBGKOKIG@__int8@
0x00476DB4,??_C@_07ICFHOGAF@__int16@
0x00476DBC,??_C@_07OFLPPHGP@__int32@
0x00476DC4,??_C@_07LFCOJCAC@__int64@
0x00476DCC,??_C@_08GAHOLHEO@__int128@
0x00476DD8,??_C@_09EEKGDCPH@?$DMunknown?$DO@
0x00476DE4,??_C@_07CFHGOPCN@char8_t@
0x00476DEC,??_C@_08HBIPOFJB@char16_t@
0x00476DF8,??_C@_08IECNCBKG@char32_t@
0x00476E04,??_C@_07CLGGIAMF@wchar_t@
0x00476E0C,??_C@_04HAPDLBFF@auto@
0x00476E14,??_C@_0P@LHCGKIGK@decltype?$CIauto?$CJ@
0x00476E24,??_C@_06GCICPBLB@__w64?5@
0x00476E2C,??_C@_07NFANNNEC@UNKNOWN@
0x00476E34,??_C@_07EDHNAJHC@signed?5@
0x00476E3C,??_C@_05BNCCCJPP@const@
0x00476E44,??_C@_09EFNPDFFP@?5volatile@
0x00476E50,??_C@_0P@GCIFDJCJ@?$GAunknown?5ecsu?8@
0x00476E60,??_C@_06MOJHIBMG@union?5@
0x00476E68,??_C@_07DIBCDNGL@struct?5@
0x00476E70,??_C@_06LJBABKPM@class?5@
0x00476E78,??_C@_08KOFANOFK@coclass?5@
0x00476E84,??_C@_0N@DLIEFKNA@cointerface?5@
0x00476E94,??_C@_05LJGMCFOG@enum?5@
0x00476E9C,??_C@_06LIJLOJAG@const?5@
0x00476EA4,??_C@_02KJPKDIBN@?$CG?5@
0x00476EA8,??_C@_03PCKGMOPB@?$CG?$CG?5@
0x00476EAC,??_C@_0M@EALIELKG@cli?3?3array?$DM@
0x00476EB8,??_C@_0O@GKABPPIF@cli?3?3pin_ptr?$DM@
0x00476EC8,??_C@_02GOGNNPBN@?$CJ?$FL@
0x00476ECC,??_C@_06EEGAIFAK@?$HLflat?$HN@
0x00476ED4,??_C@_05JIBOFOHK@?$HLfor?5@
0x00476EDC,??_C@_02MDINNEEG@s?5@
0x00476EE4,??_7DNameNode@@6B@
0x00476EF8,??_7charNode@@6B@
0x00476F0C,??_7pcharNode@@6B@
0x00476F20,??_7pDNameNode@@6B@
0x00476F34,??_7DNameStatusNode@@6B@
0x00476F48,??_7pairNode@@6B@
0x00477058,??_C@_04OKOHEJBO@?5?$DP?$DP?5@
0x00477060,?nodes@?1??make@DNameStatusNode@@SAPBV2@W4DNameStatus@@@Z@4QBV2@B
0x0047709C,??_C@_1DM@KHCHBNEB@?$AAa?$AAp?$AAi?$AA?9?$AAm?$AAs?$AA?9?$AAw?$AAi?$AAn?$AA?9?$AAc?$AAo?$AAr?$AAe@
0x004770D8,??_C@_1DK@LPPGFMPP@?$AAa?$AAp?$AAi?$AA?9?$AAm?$AAs?$AA?9?$AAw?$AAi?$AAn?$AA?9?$AAc?$AAo?$AAr?$AAe@
0x00477114,??_C@_1BC@GDMECMAK@?$AAk?$AAe?$AAr?$AAn?$AAe?$AAl?$AA3?$AA2@
0x00477128,??_C@_1BA@PFFKHIOG@?$AAa?$AAp?$AAi?$AA?9?$AAm?$AAs?$AA?9@
0x00477140,??_C@_08KNHFBNJ@FlsAlloc@
0x00477154,??_C@_07PEJMOBNF@FlsFree@
0x00477164,??_C@_0M@GDNOONDI@FlsGetValue@
0x00477178,??_C@_0M@JCPCPOEF@FlsSetValue@
0x0047718C,??_C@_0BM@HCFOFFN@InitializeCriticalSectionEx@
0x004771A8,?standard_lookup_table_spectre@__crt_stdio_output@@3V?$spectre_mitigated_lookup_table@Ustate_transition_pair@__crt_stdio_output@@$0IA@@1@B
0x004775A8,?format_validation_lookup_table_spectre@__crt_stdio_output@@3V?$spectre_mitigated_lookup_table@Ustate_transition_pair@__crt_stdio_output@@$0IA@@1@B
0x004779A8,??_C@_1O@CEDCILHN@?$AA?$CI?$AAn?$AAu?$AAl?$AAl?$AA?$CJ@
0x004779B8,??_C@_06OJHGLDPL@?$CInull?$CJ@
0x004779C0,___acrt_exception_action_table
0x00477A50,___acrt_signal_action_table_count
0x00477A54,___acrt_signal_action_table_size
0x00477A58,___acrt_signal_action_first_fpe_index
0x00477A5C,___acrt_signal_action_fpe_count
0x00477A60,_RtlNtPathSeperatorString
0x00477A68,??_C@_13FPGAJAPJ@?$AA?2@
0x00477A6C,_RtlDosPathSeperatorsString
0x00477A74,??_C@_15MNCACJLI@?$AA?2?$AA?1@
0x00477A7C,_RtlAlternateDosPathSeperatorString
0x00477A84,??_C@_13CGOKJPIL@?$AA?1@
0x00477A88,??_C@_1BI@BGOHAHKC@?$AAm?$AAs?$AAc?$AAo?$AAr?$AAe?$AAe?$AA?4?$AAd?$AAl?$AAl@
0x00477AA0,??_C@_0P@MIGLKIOC@CorExitProcess@
0x00477B30,??_C@_1DE@JNGNBFGO@?$AAR?$AAu?$AAn?$AAt?$AAi?$AAm?$AAe?$AA?5?$AAE?$AAr?$AAr?$AAo?$AAr?$AA?$CB?$AA?6@
0x00477B64,??_C@_1CO@EAEJAADC@?$AA?$DM?$AAp?$AAr?$AAo?$AAg?$AAr?$AAa?$AAm?$AA?5?$AAn?$AAa?$AAm?$AAe?$AA?5?$AAu@
0x00477B94,??_C@_17LGKOMLJ@?$AA?4?$AA?4?$AA?4@
0x00477B9C,??_C@_15IABLJNFO@?$AA?6?$AA?6@
0x00477BA8,??_C@_1EK@MBDPDCGA@?$AAM?$AAi?$AAc?$AAr?$AAo?$AAs?$AAo?$AAf?$AAt?$AA?5?$AAV?$AAi?$AAs?$AAu?$AAa@
0x00477C78,___lc_category
0x00477CC0,??_C@_1O@GIFLHMA@?$AAL?$AAC?$AA_?$AAA?$AAL?$AAL@
0x00477CD0,??_C@_1BG@PPOMIBNJ@?$AAL?$AAC?$AA_?$AAC?$AAO?$AAL?$AAL?$AAA?$AAT?$AAE@
0x00477CE8,??_C@_1BC@FFJGAPJM@?$AAL?$AAC?$AA_?$AAC?$AAT?$AAY?$AAP?$AAE@
0x00477CFC,??_C@_1BI@PCKFNJFB@?$AAL?$AAC?$AA_?$AAM?$AAO?$AAN?$AAE?$AAT?$AAA?$AAR?$AAY@
0x00477D14,??_C@_1BG@ENIEDKID@?$AAL?$AAC?$AA_?$AAN?$AAU?$AAM?$AAE?$AAR?$AAI?$AAC@
0x00477D2C,??_C@_1BA@HAAOMIIG@?$AAL?$AAC?$AA_?$AAT?$AAI?$AAM?$AAE@
0x00477D3C,??_C@_15NBPDDFIP@?$AA?$DN?$AA?$DL@
0x00477D44,??_C@_13PJJBFPED@?$AA?$DL@
0x00477D48,??_C@_13NMPKAAJP@?$AA?$DN@
0x00477D4C,??_C@_13IMODFHAA@?$AA?9@
0x00477D50,??_C@_17EFJLDFDO@?$AA?9?$AA_?$AA?4@
0x00477D58,??_C@_13FHBKNHDA@?$AAC@
0x00477D5C,??_C@_17MBJJLFDM@?$AA_?$AA?4?$AA?0@
0x00477D64,??_C@_13ENNFDPBH@?$AA_@
0x00477D68,??_C@_13JOFGPIOO@?$AA?4@
0x00477D6C,__Fenv1
0x00477F20,??_C@_03OEIAHPBN@INF@
0x00477F24,??_C@_03OJHLLCGB@inf@
0x00477F28,??_C@_03LKNCIKJB@NAN@
0x00477F2C,??_C@_03LHCJEHON@nan@
0x00477F30,??_C@_09OFJJIMPC@NAN?$CISNAN?$CJ@
0x00477F3C,??_C@_09IPFBKMDL@nan?$CIsnan?$CJ@
0x00477F48,??_C@_08IKHNHAJ@NAN?$CIIND?$CJ@
0x00477F54,??_C@_08OFCDMILK@nan?$CIind?$CJ@
0x00477F60,??_C@_05KLBDPFGC@e?$CL000@
0x00477F68,___lc_time_c
0x004780CC,??_C@_03KOEHGMDN@Sun@
0x004780D0,??_C@_03PDAGKDH@Mon@
0x004780D4,??_C@_03NAGEINEP@Tue@
0x004780D8,??_C@_03MHOMLAJA@Wed@
0x004780DC,??_C@_03IOFIKPDN@Thu@
0x004780E0,??_C@_03IDIOELNC@Fri@
0x004780E4,??_C@_03FEFJNEK@Sat@
0x004780E8,??_C@_06OOPIFAJ@Sunday@
0x004780F0,??_C@_06JLEDEDGH@Monday@
0x004780F8,??_C@_07BAAGCFCM@Tuesday@
0x00478100,??_C@_09DLIGFAKA@Wednesday@
0x0047810C,??_C@_08HACCIKIA@Thursday@
0x00478118,??_C@_06JECMNKMI@Friday@
0x00478120,??_C@_08INBOOONO@Saturday@
0x0047812C,??_C@_03JIHJHPIE@Jan@
0x00478130,??_C@_03HJBDCHOM@Feb@
0x00478134,??_C@_03ODNJBKGA@Mar@
0x00478138,??_C@_03LEOLGMJP@Apr@
0x0047813C,??_C@_03CNMDKL@May@
0x00478140,??_C@_03IDFGHECI@Jun@
