address,size,module,game,decorated,name
0x00401000,0,,0,_DirectDrawEnumerateExA@12,
0x00401006,0,,0,_DirectDrawCreateEx@16,
0x004022D0,0,,0,_DirectSoundCreate@12,
0x004022D6,0,,0,_DirectXFileCreate@4,
0x00402300,441,d3dapp.obj,1,?Initialize3DEnvironment@CD3DApplication@@AAEJXZ,CD3DApplication::Initialize3DEnvironment
0x004024C0,393,d3dapp.obj,1,?Change3DEnvironment@CD3DApplication@@AAEJXZ,CD3DApplication::Change3DEnvironment
0x00402650,684,d3dapp.obj,1,?Render3DEnvironment@CD3DApplication@@AAEJXZ,CD3DApplication::Render3DEnvironment
0x00402900,129,d3dapp.obj,1,?Cleanup3DEnvironment@CD3DApplication@@AAEXXZ,CD3DApplication::Cleanup3DEnvironment
0x00402990,928,d3dapp.obj,1,?DisplayFrameworkError@CD3DApplication@@AAEXJK@Z,CD3DApplication::DisplayFrameworkError
0x00402D30,33,d3dapp.obj,1,?OnQuerySuspend@CD3DApplication@@MAEJK@Z,CD3DApplication::OnQuerySuspend
0x00402D60,33,d3dapp.obj,1,?OnResumeSuspend@CD3DApplication@@MAEJK@Z,CD3DApplication::OnResumeSuspend
0x00402D90,258,d3dapp.obj,1,?SetViewParams@CD3DApplication@@IAEXPAU_D3DVECTOR@@00M@Z,CD3DApplication::SetViewParams
0x00402EA0,294,d3dapp.obj,1,?UpdateStats@CD3DApplication@@IAEXXZ,CD3DApplication::UpdateStats
0x00402FD0,269,d3dapp.obj,1,?OutputText@CD3DApplication@@IAEXKKPAD@Z,CD3DApplication::OutputText
0x004030E0,884,d3dapp.obj,1,?Create@CD3DApplication@@UAEJPAUHINSTANCE__@@PAD@Z,CD3DApplication::Create
0x00403460,241,d3dapp.obj,1,?Run@CD3DApplication@@UAEHXZ,CD3DApplication::Run
0x00403560,1480,d3dapp.obj,1,?MsgProc@CD3DApplication@@UAEJPAUHWND__@@IIJ@Z,CD3DApplication::MsgProc
0x00403B30,177,d3dapp.obj,1,?Pause@CD3DApplication@@UAEXH@Z,CD3DApplication::Pause
0x00403BF0,342,d3dapp.obj,1,??0CD3DApplication@@QAE@XZ,CD3DApplication::CD3DApplication
0x00403D50,17,d3dapp.obj,1,?GetHWND@CD3DApplication@@QBEPAUHWND__@@XZ,CD3DApplication::GetHWND
0x00403D70,17,d3dapp.obj,1,?GetD3DDevice@CD3DApplication@@QBEPAUIDirect3DDevice7@@XZ,CD3DApplication::GetD3DDevice
0x00403D90,17,d3dapp.obj,1,?GetDDraw@CD3DApplication@@QBEPAUIDirectDraw7@@XZ,CD3DApplication::GetDDraw
0x00403DB0,17,d3dapp.obj,1,?GetBackBuffer@CD3DApplication@@QBEPAUIDirectDrawSurface7@@XZ,CD3DApplication::GetBackBuffer
0x00403DD0,22,d3dapp.obj,1,?GetScreenWidth@CD3DApplication@@QBEHXZ,CD3DApplication::GetScreenWidth
0x00403DF0,22,d3dapp.obj,1,?GetScreenHeight@CD3DApplication@@QBEHXZ,CD3DApplication::GetScreenHeight
0x00403E10,31,d3dapp.obj,1,?GetFPS@CD3DApplication@@QBEHXZ,CD3DApplication::GetFPS
0x00403E30,36,d3dapp.obj,1,?DisplayFPS@CD3DApplication@@QBEHXZ,CD3DApplication::DisplayFPS
0x00403F10,14,d3dapp.obj,1,??0_D3DMATRIX@@QAE@XZ,_D3DMATRIX::_D3DMATRIX
0x00403F20,54,d3dapp.obj,1,??0_D3DVECTOR@@QAE@MMM@Z,_D3DVECTOR::_D3DVECTOR
0x00403F60,14,d3dapp.obj,1,??0_D3DVECTOR@@QAE@XZ,_D3DVECTOR::_D3DVECTOR
0x00403F70,22,d3dapp.obj,1,??A_D3DVECTOR@@QAEAAMH@Z,_D3DVECTOR::operator[]
0x00403F90,22,d3dapp.obj,1,??A_D3DVECTOR@@QBEABMH@Z,_D3DVECTOR::operator[]
0x00403FB0,72,d3dapp.obj,1,??D@YA?AU_D3DVECTOR@@ABU0@M@Z,operator*
0x00404000,80,d3dapp.obj,1,??G@YA?AU_D3DVECTOR@@ABU0@0@Z,operator-
0x00404050,80,d3dapp.obj,1,??H@YA?AU_D3DVECTOR@@ABU0@0@Z,operator+
0x004040A0,72,d3dapp.obj,1,??K@YA?AU_D3DVECTOR@@ABU0@M@Z,operator/
0x004040F0,46,d3dapp.obj,1,??_GCD3DFramework7@@QAEPAXI@Z,CD3DFramework7::`scalar deleting destructor'
0x00404120,337,d3dapp.obj,1,?CrossProduct@@YA?AU_D3DVECTOR@@ABU1@0@Z,CrossProduct
0x00404280,13,d3dapp.obj,1,?DeleteDeviceObjects@CD3DApplication@@MAEJXZ,CD3DApplication::DeleteDeviceObjects
0x00404290,13,d3dapp.obj,1,?FinalCleanup@CD3DApplication@@MAEJXZ,CD3DApplication::FinalCleanup
0x004042A0,15,d3dapp.obj,1,?FrameMove@CD3DApplication@@MAEJK@Z,CD3DApplication::FrameMove
0x004042B0,17,d3dapp.obj,1,?GetD3DDevice@CD3DFramework7@@QAEPAUIDirect3DDevice7@@XZ,CD3DFramework7::GetD3DDevice
0x004042D0,17,d3dapp.obj,1,?GetDirect3D@CD3DFramework7@@QAEPAUIDirect3D7@@XZ,CD3DFramework7::GetDirect3D
0x004042F0,17,d3dapp.obj,1,?GetDirectDraw@CD3DFramework7@@QAEPAUIDirectDraw7@@XZ,CD3DFramework7::GetDirectDraw
0x00404310,17,d3dapp.obj,1,?GetRenderSurface@CD3DFramework7@@QAEPAUIDirectDrawSurface7@@XZ,CD3DFramework7::GetRenderSurface
0x00404330,17,d3dapp.obj,1,?GetRenderSurfaceLeft@CD3DFramework7@@QAEPAUIDirectDrawSurface7@@XZ,CD3DFramework7::GetRenderSurfaceLeft
0x00404350,13,d3dapp.obj,1,?InitDeviceObjects@CD3DApplication@@MAEJXZ,CD3DApplication::InitDeviceObjects
0x00404360,37,d3dapp.obj,1,?Magnitude@@YAMABU_D3DVECTOR@@@Z,Magnitude
0x00404390,36,d3dapp.obj,1,?Normalize@@YA?AU_D3DVECTOR@@ABU1@@Z,Normalize
0x004043C0,13,d3dapp.obj,1,?OneTimeSceneInit@CD3DApplication@@MAEJXZ,CD3DApplication::OneTimeSceneInit
0x004043D0,13,d3dapp.obj,1,?Render@CD3DApplication@@MAEJXZ,CD3DApplication::Render
0x004043E0,13,d3dapp.obj,1,?RestoreSurfaces@CD3DApplication@@MAEJXZ,CD3DApplication::RestoreSurfaces
0x004043F0,70,d3dapp.obj,1,?SquareMagnitude@@YAMABU_D3DVECTOR@@@Z,SquareMagnitude
0x00404440,10,d3dapp.obj,1,___local_stdio_printf_options,__local_stdio_printf_options
0x00404450,80,d3dapp.obj,1,__vsnprintf_l,_vsnprintf_l
0x004044A0,31,d3dapp.obj,1,__vsprintf_l,_vsprintf_l
0x004044C0,51,d3dapp.obj,1,_sprintf,sprintf
0x00404500,61,d3denum.obj,1,?D3DEnum_EnumerateDevices@@YAJP6AJPAU_DDCAPS_DX7@@PAU_D3DDeviceDesc7@@@Z@Z,D3DEnum_EnumerateDevices
0x00404540,104,d3denum.obj,1,?D3DEnum_FreeResources@@YAXXZ,D3DEnum_FreeResources
0x004045B0,37,d3denum.obj,1,?D3DEnum_GetDevices@@YAXPAPAUD3DEnum_DeviceInfo@@PAK@Z,D3DEnum_GetDevices
0x004045E0,406,d3denum.obj,1,?D3DEnum_SelectDefaultDevice@@YAJPAPAUD3DEnum_DeviceInfo@@K@Z,D3DEnum_SelectDefaultDevice
0x00404780,55,d3denum.obj,1,?D3DEnum_UserChangeDevice@@YAJPAPAUD3DEnum_DeviceInfo@@@Z,D3DEnum_UserChangeDevice
0x004047C0,55,d3denum.obj,1,?D3DEnum_UserChangeDeviceOnDesktop@@YAJPAPAUD3DEnum_DeviceInfo@@@Z,D3DEnum_UserChangeDeviceOnDesktop
0x00404800,144,d3denum.obj,1,?SortModesCallback@@YAHPBX0@Z,SortModesCallback
0x00405800,47,d3denum.obj,1,_==,==
0x00405830,49,d3denum.obj,1,_IsEqualGUID,IsEqualGUID
0x00405870,48,d3dfile.obj,1,?AddNext@CD3DFileObject@@QAEXPAV1@@Z,CD3DFileObject::AddNext
0x004058A0,48,d3dfile.obj,1,?AddChild@CD3DFileObject@@QAEXPAV1@@Z,CD3DFileObject::AddChild
0x004058D0,140,d3dfile.obj,1,?SetNormals@CD3DFileObject@@QAEXPAU_D3DVECTOR@@@Z,CD3DFileObject::SetNormals
0x00405960,112,d3dfile.obj,1,?SetTextureCoords@CD3DFileObject@@QAEXPAM@Z,CD3DFileObject::SetTextureCoords
0x004059D0,110,d3dfile.obj,1,?SetMaterialData@CD3DFileObject@@QAEXKPAU_D3DMATERIAL7@@PAD@Z,CD3DFileObject::SetMaterialData
0x00405A40,332,d3dfile.obj,1,?AddFace@CD3DFileObject@@QAEXKPAKK@Z,CD3DFileObject::AddFace
0x00405B90,778,d3dfile.obj,1,?ComputeNormals@CD3DFileObject@@QAEJXZ,CD3DFileObject::ComputeNormals
0x00405EA0,472,d3dfile.obj,1,?SetMeshGeometry@CD3DFileObject@@QAEJPAU_D3DVECTOR@@KPAKK@Z,CD3DFileObject::SetMeshGeometry
0x00406080,95,d3dfile.obj,1,?GetMeshGeometry@CD3DFileObject@@QAEJPAPAU_D3DVERTEX@@PAKPAPAG1@Z,CD3DFileObject::GetMeshGeometry
0x004060E0,464,d3dfile.obj,1,?Render@CD3DFileObject@@QAEXPAUIDirect3DDevice7@@H@Z,CD3DFileObject::Render
0x004062B0,209,d3dfile.obj,1,?EnumObjects@CD3DFileObject@@QAEHP6AHPAV1@PAU_D3DMATRIX@@PAX@Z12@Z,CD3DFileObject::EnumObjects
0x00406390,292,d3dfile.obj,1,??0CD3DFileObject@@QAE@PAD@Z,CD3DFileObject::CD3DFileObject
0x004064C0,227,d3dfile.obj,1,??1CD3DFileObject@@QAE@XZ,CD3DFileObject::~CD3DFileObject
0x004065B0,63,d3dfile.obj,1,?GetMeshVertices@CD3DFile@@QAEJPADPAPAU_D3DVERTEX@@PAK@Z,CD3DFile::GetMeshVertices
0x004065F0,63,d3dfile.obj,1,?GetMeshIndices@CD3DFile@@QAEJPADPAPAGPAK@Z,CD3DFile::GetMeshIndices
0x00406630,63,d3dfile.obj,1,?FindObject@CD3DFile@@QAEPAVCD3DFileObject@@PAD@Z,CD3DFile::FindObject
0x00406670,90,d3dfile.obj,1,?EnumObjects@CD3DFile@@QAEXP6AHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z12@Z,CD3DFile::EnumObjects
0x004066D0,32,d3dfile.obj,1,?Scale@CD3DFile@@QAEXM@Z,CD3DFile::Scale
0x004066F0,32,d3dfile.obj,1,?Shift@CD3DFile@@QAEXU_D3DVECTOR@@@Z,CD3DFile::Shift
0x00406710,32,d3dfile.obj,1,?RotateX@CD3DFile@@QAEXM@Z,CD3DFile::RotateX
0x00406730,32,d3dfile.obj,1,?RotateY@CD3DFile@@QAEXM@Z,CD3DFile::RotateY
0x00406750,32,d3dfile.obj,1,?RotateZ@CD3DFile@@QAEXM@Z,CD3DFile::RotateZ
0x00406770,103,d3dfile.obj,1,?GetBoxMin@CD3DFile@@QAEXAAU_D3DVECTOR@@@Z,CD3DFile::GetBoxMin
0x004067E0,103,d3dfile.obj,1,?GetBoxMax@CD3DFile@@QAEXAAU_D3DVECTOR@@@Z,CD3DFile::GetBoxMax
0x00406850,906,d3dfile.obj,1,?LoadFromFile@CD3DFile@@QAEJPAD@Z,CD3DFile::LoadFromFile
0x00406BE0,593,d3dfile.obj,1,?LoadFromResource@CD3DFile@@QAEJG@Z,CD3DFile::LoadFromResource
0x00406E40,394,d3dfile.obj,1,?Render@CD3DFile@@QAEJPAUIDirect3DDevice7@@@Z,CD3DFile::Render
0x00406FD0,23,d3dfile.obj,1,??0CD3DFile@@QAE@XZ,CD3DFile::CD3DFile
0x00406FF0,66,d3dfile.obj,1,??1CD3DFile@@QAE@XZ,CD3DFile::~CD3DFile
0x00407040,54,d3dfile.obj,1,?GetFace@@YAPAKPAKK@Z,GetFace
0x00407080,75,d3dfile.obj,1,?GetNumIndices@@YAKPAKK@Z,GetNumIndices
0x004070D0,530,d3dfile.obj,1,?ParseMaterial@@YAJPAUIDirectXFileData@@PAVCD3DFileObject@@K@Z,ParseMaterial
0x004072F0,334,d3dfile.obj,1,?ParseMeshMaterialList@@YAJPAUIDirectXFileData@@PAVCD3DFileObject@@@Z,ParseMeshMaterialList
0x00407440,1063,d3dfile.obj,1,?ParseMesh@@YAJPAUIDirectXFileData@@PAVCD3DFileObject@@@Z,ParseMesh
0x00407870,659,d3dfile.obj,1,?ParseFrame@@YAJPAUIDirectXFileData@@PAVCD3DFileObject@@@Z,ParseFrame
0x00407B10,177,d3dfile.obj,1,?ScaleMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,ScaleMeshCB
0x00407BD0,188,d3dfile.obj,1,?ShiftMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,ShiftMeshCB
0x00407C90,154,d3dfile.obj,1,?RotateXMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,RotateXMeshCB
0x00407D30,154,d3dfile.obj,1,?RotateYMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,RotateYMeshCB
0x00407DD0,154,d3dfile.obj,1,?RotateZMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,RotateZMeshCB
0x00407E70,206,d3dfile.obj,1,?GetBoxMinMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,GetBoxMinMeshCB
0x00407F40,206,d3dfile.obj,1,?GetBoxMaxMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,GetBoxMaxMeshCB
0x00408010,57,d3dfile.obj,1,?FindMeshCB@@YAHPAVCD3DFileObject@@PAU_D3DMATRIX@@PAX@Z,FindMeshCB
0x00408050,14,d3dfile.obj,1,??0_D3DVERTEX@@QAE@XZ,_D3DVERTEX::_D3DVERTEX
0x00408060,228,d3dfile.obj,1,??D@YA?AU_D3DMATRIX@@ABU0@0@Z,operator*
0x00408150,28,d3dfile.obj,1,??R_D3DMATRIX@@QAEAAMHH@Z,_D3DMATRIX::operator()
0x00408170,28,d3dfile.obj,1,??R_D3DMATRIX@@QBEABMHH@Z,_D3DMATRIX::operator()
0x00408190,85,d3dfile.obj,1,??Y_D3DVECTOR@@QAEAAU0@ABU0@@Z,_D3DVECTOR::operator+=
0x004081F0,49,d3dfile.obj,1,??_GCD3DFileObject@@QAEPAXI@Z,CD3DFileObject::`scalar deleting destructor'
0x00408230,48,d3dfile.obj,1,??_H@YGXPAXIIP6EPAX0@Z@Z,`vector constructor iterator'
0x00408260,200,d3dfile.obj,1,?D3DUtil_SetIdentityMatrix@@YAXAAU_D3DMATRIX@@@Z,D3DUtil_SetIdentityMatrix
0x00408330,14,d3dfile.obj,1,?GetName@CD3DFileObject@@QAEPADXZ,CD3DFileObject::GetName
0x00408340,33,d3dfile.obj,1,?SetMatrix@CD3DFileObject@@QAEXPAU_D3DMATRIX@@@Z,CD3DFileObject::SetMatrix
0x00408370,517,d3dframe.obj,1,?CreateZBuffer@CD3DFramework7@@AAEJPAU_GUID@@@Z,CD3DFramework7::CreateZBuffer
0x00408580,707,d3dframe.obj,1,?CreateFullscreenBuffers@CD3DFramework7@@AAEJPAU_DDSURFACEDESC2@@@Z,CD3DFramework7::CreateFullscreenBuffers
0x00408850,582,d3dframe.obj,1,?CreateWindowedBuffers@CD3DFramework7@@AAEJXZ,CD3DFramework7::CreateWindowedBuffers
0x00408AA0,293,d3dframe.obj,1,?CreateClipperForBackBuffer@CD3DFramework7@@AAEJXZ,CD3DFramework7::CreateClipperForBackBuffer
0x00408BD0,256,d3dframe.obj,1,?CreateDirectDraw@CD3DFramework7@@AAEJPAU_GUID@@K@Z,CD3DFramework7::CreateDirectDraw
0x00408CD0,219,d3dframe.obj,1,?CreateDirect3D@CD3DFramework7@@AAEJPAU_GUID@@@Z,CD3DFramework7::CreateDirect3D
0x00408DB0,255,d3dframe.obj,1,?CreateEnvironment@CD3DFramework7@@AAEJPAU_GUID@@0PAU_DDSURFACEDESC2@@K@Z,CD3DFramework7::CreateEnvironment
0x00408EB0,33,d3dframe.obj,1,?RestoreSurfaces@CD3DFramework7@@QAEJXZ,CD3DFramework7::RestoreSurfaces
0x00408EE0,144,d3dframe.obj,1,?ShowFrame@CD3DFramework7@@QAEJXZ,CD3DFramework7::ShowFrame
0x00408F70,92,d3dframe.obj,1,?FlipToGDISurface@CD3DFramework7@@QAEJH@Z,CD3DFramework7::FlipToGDISurface
0x00408FD0,65,d3dframe.obj,1,?Move@CD3DFramework7@@QAEXHH@Z,CD3DFramework7::Move
0x00409020,190,d3dframe.obj,1,?Initialize@CD3DFramework7@@QAEJPAUHWND__@@PAU_GUID@@1PAU_DDSURFACEDESC2@@K@Z,CD3DFramework7::Initialize
0x004090E0,374,d3dframe.obj,1,?DestroyObjects@CD3DFramework7@@QAEJXZ,CD3DFramework7::DestroyObjects
0x00409260,143,d3dframe.obj,1,??0CD3DFramework7@@QAE@XZ,CD3DFramework7::CD3DFramework7
0x004092F0,66,d3dframe.obj,1,??1CD3DFramework7@@QAE@XZ,CD3DFramework7::~CD3DFramework7
0x00409340,17,d3dframe.obj,1,?GetRenderWidth@CD3DFramework7@@QBEKXZ,CD3DFramework7::GetRenderWidth
0x00409360,17,d3dframe.obj,1,?GetRenderHeight@CD3DFramework7@@QBEKXZ,CD3DFramework7::GetRenderHeight
0x004093C0,252,d3dmath.obj,1,?D3DMath_MatrixMultiply@@YAXAAU_D3DMATRIX@@00@Z,D3DMath_MatrixMultiply
0x004094C0,1109,d3dmath.obj,1,?D3DMath_MatrixInvert@@YAJAAU_D3DMATRIX@@0@Z,D3DMath_MatrixInvert
0x00409920,382,d3dmath.obj,1,?D3DMath_VectorMatrixMultiply@@YAJAAU_D3DVECTOR@@0AAU_D3DMATRIX@@@Z,D3DMath_VectorMatrixMultiply
0x00409AA0,95,d3dmath.obj,1,?D3DMath_VertexMatrixMultiply@@YAJAAU_D3DVERTEX@@0AAU_D3DMATRIX@@@Z,D3DMath_VertexMatrixMultiply
0x00409B00,191,d3dmath.obj,1,?D3DMath_QuaternionFromRotation@@YAXAAM000AAU_D3DVECTOR@@M@Z,D3DMath_QuaternionFromRotation
0x00409BC0,201,d3dmath.obj,1,?D3DMath_RotationFromQuaternion@@YAXAAU_D3DVECTOR@@AAMMMMM@Z,D3DMath_RotationFromQuaternion
0x00409C90,354,d3dmath.obj,1,?D3DMath_QuaternionFromAngles@@YAXAAM000MMM@Z,D3DMath_QuaternionFromAngles
0x00409E00,496,d3dmath.obj,1,?D3DMath_MatrixFromQuaternion@@YAXAAU_D3DMATRIX@@MMMM@Z,D3DMath_MatrixFromQuaternion
0x00409FF0,756,d3dmath.obj,1,?D3DMath_QuaternionFromMatrix@@YAXAAM000AAU_D3DMATRIX@@@Z,D3DMath_QuaternionFromMatrix
0x0040A2F0,300,d3dmath.obj,1,?D3DMath_QuaternionMultiply@@YAXAAM000MMMMMMMM@Z,D3DMath_QuaternionMultiply
0x0040A420,499,d3dmath.obj,1,?D3DMath_QuaternionSlerp@@YAXAAM000MMMMMMMMM@Z,D3DMath_QuaternionSlerp
0x0040A620,35,d3dmath.obj,1,_acosf,acosf
0x0040A650,35,d3dmath.obj,1,_cosf,cosf
0x0040A680,35,d3dmath.obj,1,_sinf,sinf
0x0040A6B0,35,d3dmath.obj,1,_sqrtf,sqrtf
0x0040A6E0,53,d3dtextr.obj,1,?D3DTextr_GetSurface@@YAPAUIDirectDrawSurface7@@G@Z,D3DTextr_GetSurface
0x0040A720,78,d3dtextr.obj,1,?D3DTextr_Invalidate@@YAJG@Z,D3DTextr_Invalidate
0x0040A770,49,d3dtextr.obj,1,?D3DTextr_Restore@@YAJGPAUIDirect3DDevice7@@@Z,D3DTextr_Restore
0x0040A7B0,74,d3dtextr.obj,1,?D3DTextr_InvalidateAllTextures@@YAJXZ,D3DTextr_InvalidateAllTextures
0x0040A800,55,d3dtextr.obj,1,?D3DTextr_RestoreAllTextures@@YAJPAUIDirect3DDevice7@@@Z,D3DTextr_RestoreAllTextures
0x0040A840,300,d3dtextr.obj,1,?D3DTextr_CreateTextureFromResource@@YAJGKK@Z,D3DTextr_CreateTextureFromResource
0x0040A970,257,d3dtextr.obj,1,?D3DTextr_CreateEmptyTexture@@YAJGKKKK@Z,D3DTextr_CreateEmptyTexture
0x0040AA80,79,d3dtextr.obj,1,?D3DTextr_DestroyTexture@@YAJG@Z,D3DTextr_DestroyTexture
0x0040AAD0,69,d3dtextr.obj,1,?LoadImageData@TextureContainer@@QAEJXZ,TextureContainer::LoadImageData
0x0040AB20,1169,d3dtextr.obj,1,?Restore@TextureContainer@@QAEJPAUIDirect3DDevice7@@@Z,TextureContainer::Restore
0x0040AFC0,1634,d3dtextr.obj,1,?CopyBitmapToSurface@TextureContainer@@QAEJXZ,TextureContainer::CopyBitmapToSurface
0x0040B630,1418,d3dtextr.obj,1,?CopyRGBADataToSurface@TextureContainer@@QAEJXZ,TextureContainer::CopyRGBADataToSurface
0x0040BBC0,144,d3dtextr.obj,1,??0TextureContainer@@QAE@GKK@Z,TextureContainer::TextureContainer
0x0040BC50,238,d3dtextr.obj,1,??1TextureContainer@@UAE@XZ,TextureContainer::~TextureContainer
0x0040BEB0,14,d3dtextr.obj,1,??0CD3DTextureManager@@QAE@XZ,CD3DTextureManager::CD3DTextureManager
0x0040BEC0,62,d3dtextr.obj,1,??1CD3DTextureManager@@QAE@XZ,CD3DTextureManager::~CD3DTextureManager
0x0040BF00,46,d3dtextr.obj,1,??_ETextureContainer@@UAEPAXI@Z,TextureContainer::`scalar deleting destructor'
0x0040BF00,46,d3dtextr.obj,1,??_GTextureContainer@@UAEPAXI@Z,TextureContainer::`scalar deleting destructor'
0x0040BF30,137,d3dutil.obj,1,?D3DUtil_GetDXSDKMediaPath@@YAPBDXZ,D3DUtil_GetDXSDKMediaPath
0x0040BFC0,58,d3dutil.obj,1,?D3DUtil_InitSurfaceDesc@@YAXAAU_DDSURFACEDESC2@@KK@Z,D3DUtil_InitSurfaceDesc
0x0040C000,124,d3dutil.obj,1,?D3DUtil_InitMaterial@@YAXAAU_D3DMATERIAL7@@MMMM@Z,D3DUtil_InitMaterial
0x0040C080,235,d3dutil.obj,1,?D3DUtil_InitLight@@YAXAAU_D3DLIGHT7@@W4_D3DLIGHTTYPE@@MMM@Z,D3DUtil_InitLight
0x0040C170,231,d3dutil.obj,1,?D3DUtil_InitLight@@YAXAAU_D3DLIGHT7@@W4_D3DLIGHTTYPE@@MMMMM@Z,D3DUtil_InitLight
0x0040C260,744,d3dutil.obj,1,?D3DUtil_SetViewMatrix@@YAJAAU_D3DMATRIX@@AAU_D3DVECTOR@@11@Z,D3DUtil_SetViewMatrix
0x0040C550,441,d3dutil.obj,1,?D3DUtil_SetProjectionMatrix@@YAJAAU_D3DMATRIX@@MMMM@Z,D3DUtil_SetProjectionMatrix
0x0040C710,133,d3dutil.obj,1,?D3DUtil_SetRotateXMatrix@@YAXAAU_D3DMATRIX@@M@Z,D3DUtil_SetRotateXMatrix
0x0040C7A0,132,d3dutil.obj,1,?D3DUtil_SetRotateYMatrix@@YAXAAU_D3DMATRIX@@M@Z,D3DUtil_SetRotateYMatrix
0x0040C830,132,d3dutil.obj,1,?D3DUtil_SetRotateZMatrix@@YAXAAU_D3DMATRIX@@M@Z,D3DUtil_SetRotateZMatrix
0x0040C8C0,565,d3dutil.obj,1,?D3DUtil_SetRotationMatrix@@YAXAAU_D3DMATRIX@@AAU_D3DVECTOR@@M@Z,D3DUtil_SetRotationMatrix
0x0040CB00,143,d3dutil.obj,1,?_DbgOut@@YAJPADKJ0@Z,_DbgOut
0x0040CB90,72,d3dutil.obj,1,??D@YA?AU_D3DVECTOR@@MABU0@@Z,operator*
0x0040CBE0,77,d3dutil.obj,1,??_0_D3DVECTOR@@QAEAAU0@M@Z,_D3DVECTOR::operator/=
0x0040CC30,70,d3dutil.obj,1,?DotProduct@@YAMABU_D3DVECTOR@@0@Z,DotProduct
0x0040CC80,938,ddutil.obj,1,_DDLoadPalette,DDLoadPalette
0x0040D030,324,ddutil.obj,1,_DDLoadBitmap,DDLoadBitmap
0x0040D180,156,ddutil.obj,1,_DDReLoadBitmap,DDReLoadBitmap
0x0040D220,376,ddutil.obj,1,_DDCopyBitmap,DDCopyBitmap
0x0040D3A0,342,ddutil.obj,1,_DDColorMatch,DDColorMatch
0x0040D500,55,ddutil.obj,1,_DDSetColorKey,DDSetColorKey
0x0040D540,200,JAscii.obj,1,??0JNumber@@QAE@PAVJSurfaceList@@GH@Z,JNumber::JNumber
0x0040D610,82,JAscii.obj,1,??1JNumber@@UAE@XZ,JNumber::~JNumber
0x0040D670,31,JAscii.obj,1,?SetPosition@JNumber@@QAEXHH@Z,JNumber::SetPosition
0x0040D690,22,JAscii.obj,1,?SetDisplayZero@JNumber@@QAEXH@Z,JNumber::SetDisplayZero
0x0040D6B0,22,JAscii.obj,1,?SetNumDigits@JNumber@@QAEXH@Z,JNumber::SetNumDigits
0x0040D6D0,22,JAscii.obj,1,?SetNumber@JNumber@@QAEXH@Z,JNumber::SetNumber
0x0040D6F0,319,JAscii.obj,1,?Draw@JNumber@@QAEXPAUIDirectDrawSurface7@@@Z,JNumber::Draw
0x0040D830,17,JAscii.obj,1,?GetPosX@JNumber@@QBEHXZ,JNumber::GetPosX
0x0040D850,17,JAscii.obj,1,?GetPosY@JNumber@@QBEHXZ,JNumber::GetPosY
0x0040D870,30,JAscii.obj,1,?GetDigitWidth@JNumber@@QBEHXZ,JNumber::GetDigitWidth
0x0040D890,26,JAscii.obj,1,?GetWidth@JNumber@@QBEHXZ,JNumber::GetWidth
0x0040D8B0,22,JAscii.obj,1,?GetHeight@JNumber@@QBEHXZ,JNumber::GetHeight
0x0040D8D0,46,JAscii.obj,1,??_EJNumber@@UAEPAXI@Z,JNumber::`scalar deleting destructor'
0x0040D8D0,46,JAscii.obj,1,??_GJNumber@@UAEPAXI@Z,JNumber::`scalar deleting destructor'
0x0040D900,228,JDinput.obj,1,??0JDInput@@QAE@PAUHWND__@@@Z,JDInput::JDInput
0x0040D9F0,75,JDinput.obj,1,??1JDInput@@UAE@XZ,JDInput::~JDInput
0x0040DA40,101,JDinput.obj,1,?Create@JDInput@@QAEHXZ,JDInput::Create
0x0040DAB0,192,JDinput.obj,1,?Destroy@JDInput@@QAEXXZ,JDInput::Destroy
0x0040DB70,467,JDinput.obj,1,?UpdateInputState@JDInput@@QAEXXZ,JDInput::UpdateInputState
0x0040DD50,88,JDinput.obj,1,?SetAcquireKeyboard@JDInput@@QAEXH@Z,JDInput::SetAcquireKeyboard
0x0040DDB0,41,JDinput.obj,1,?GetKeyboardState@JDInput@@QAEHH@Z,JDInput::GetKeyboardState
0x0040DDE0,86,JDinput.obj,1,?GetKeyboardPressed@JDInput@@QAEHH@Z,JDInput::GetKeyboardPressed
0x0040DE40,86,JDinput.obj,1,?GetKeyboardReleased@JDInput@@QAEHH@Z,JDInput::GetKeyboardReleased
0x0040DEA0,460,JDinput.obj,1,?GetKeyboardBuffer@JDInput@@QAEXAAVJString@@@Z,JDInput::GetKeyboardBuffer
0x0040E070,134,JDinput.obj,1,?ClearKeyboardBuffer@JDInput@@QAEXXZ,JDInput::ClearKeyboardBuffer
0x0040E100,136,JDinput.obj,1,?SetAcquireJoystick@JDInput@@QAEXH@Z,JDInput::SetAcquireJoystick
